Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Marital status_encoded,Application mode_encoded,Target_encoded,Application order_encoded,Previous qualification_encoded,Nationality_encoded,Mother's qualification_encoded,Father's qualification_encoded,Mother's occupation_encoded,Father's occupation_encoded,Course_encoded,Curricular units 1st sem (credited)_encoded,Curricular units 1st sem (enrolled)_encoded,Curricular units 1st sem (evaluations)_encoded,Curricular units 1st sem (approved)_encoded,Curricular units 1st sem (without evaluations)_encoded,Curricular units 2nd sem (credited)_encoded,Curricular units 2nd sem (enrolled)_encoded,Curricular units 2nd sem (evaluations)_encoded,Curricular units 2nd sem (approved)_encoded,Curricular units 2nd sem (without evaluations)_encoded,Age at enrollment_encoded,Previous qualification (grade)_encoded,Admission grade_encoded,Unemployment rate_encoded,Inflation rate_encoded,GDP_encoded,Curricular units 1st sem (grade)_encoded,Curricular units 2nd sem (grade)_encoded,Total curricular units (credited),Total curricular units (enrolled),Total curricular units (evaluations),Total curricular units (approved),Average curricular units grade,Total curricular units (without evaluations),Average curricular units grade_encoded
1,18,4,171,1,1,133.0,1,1,4,9,5,129.2,1,0,1,0,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0,8,0,4,0,0,0,3,9,5,1,0,0,0,0,0,0,0,0,0,0,-0.4303628237699172,0.0293236458288757,0.1534409394171673,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,-2.1971065163157584,-1.963483646581465,0,0,0,0,0.0,0,-2.165947385323075
1,17,3,9773,1,1,134.0,1,2,1,3,3,129.5,1,0,0,1,1,0,18,0,0,6,7,6,13.17,0,0,6,7,6,12.67,0,16.2,0.3,-0.92,Graduate,0,7,2,3,0,0,1,0,3,3,14,0,6,7,6,0,0,6,7,6,0,-0.6939730878554988,0.1051568188849042,0.17415865069682,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.5222156442727701,0.4682708590866747,0,12,14,12,12.92,0,0.5156658343632782
1,1,4,9773,1,1,125.0,1,19,19,9,7,129.6,1,0,0,1,1,0,18,0,0,6,6,6,12.83,0,0,6,8,6,12.83,0,12.4,0.5,1.79,Graduate,0,0,2,4,0,0,12,13,9,7,14,0,6,6,6,0,0,6,8,6,0,-0.6939730878554988,-0.577341738619352,0.1810645544567036,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.452012946125458,0.4989796768378114,0,12,14,12,12.83,0,0.4969858661146891
1,17,3,9119,1,1,135.0,1,1,19,141,193,121.7,1,0,0,1,1,0,18,0,0,5,7,5,11.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled,0,7,1,3,0,0,0,13,19,43,6,0,5,7,5,0,0,5,9,3,0,-0.6939730878554988,0.1809899919409327,-0.3645018425741304,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.2393400664438952,0.3396776847537897,0,10,16,8,11.9,0,0.30395952754593464
1,17,2,9773,1,1,132.0,1,19,1,9,9,141.8,1,0,0,1,1,0,20,0,0,6,6,6,11.83,0,0,6,6,6,12.17,0,12.7,3.7,-1.7,Graduate,0,7,2,2,0,0,12,0,9,9,14,0,6,6,6,0,0,6,6,6,0,-0.4303628237699172,-0.0465095272271526,1.023584813162551,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.2455344221627755,0.3723058036143725,0,12,12,12,12.0,0,0.3247150478221447
1,1,3,9773,1,1,135.0,1,3,1,2,4,129.8,1,0,0,1,1,0,20,0,0,6,6,5,12.8,0,0,6,11,3,12.75,0,15.5,2.8,-4.06,Graduate,0,0,2,3,0,0,2,0,2,4,14,0,6,6,5,0,0,6,11,3,0,-0.4303628237699172,0.1809899919409327,0.1948763619764728,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.4458185904065777,0.4836252679622431,0,12,17,8,12.775,0,0.48557032996277355
1,44,1,9070,1,39,100.0,1,1,1,4,4,106.0,0,0,0,1,1,0,21,0,2,7,7,5,11.8,0,5,9,9,5,11.0,0,12.4,0.5,1.79,Dropout,0,14,0,1,13,0,0,0,4,4,4,2,7,7,5,0,5,9,9,5,0,-0.2985576917271264,-2.473171065020064,-1.448728732875916,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.2393400664438952,0.1477475738091851,7,16,16,10,11.4,0,0.20018192616488384
1,43,1,171,1,1,144.0,1,19,19,9,4,121.6,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled,0,13,1,1,0,0,12,13,9,4,1,0,0,0,0,0,0,0,0,0,0,-0.1667525596843355,0.8634885494451889,-0.371407746334015,0.8762220667652447,-1.1052215545807416,0.347199421388147,-2.1971065163157584,-1.963483646581465,0,0,0,0,0.0,0,-2.165947385323075
1,17,1,9119,1,1,125.0,1,19,1,5,4,121.5,1,0,0,1,1,0,20,0,0,5,7,5,15.8,0,0,5,7,5,14.57,0,11.1,0.6,2.02,Dropout,0,7,0,1,0,0,12,0,5,4,6,0,5,7,5,0,0,5,7,5,0,-0.4303628237699172,-0.577341738619352,-0.3783136500938986,-0.1750067938095195,-0.454252598705197,0.8891263042772198,1.0652541622946252,0.8329380698814234,0,10,14,10,15.185,0,0.9857783686194385
1,1,1,171,1,1,133.1,1,1,37,9,9,117.0,0,0,1,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,0,0,1,1,0,0,0,26,9,9,1,0,0,0,0,0,0,0,0,0,0,-0.562167955812708,0.0369069631344782,-0.6890793192886778,1.476924272807967,1.1370048489905784,-1.7896667428492534,-2.1971065163157584,-1.963483646581465,0,0,0,0,0.0,0,-2.165947385323075
1,44,1,9119,1,39,130.0,1,38,19,9,5,130.0,1,0,0,1,1,0,19,0,0,5,9,2,12.5,0,0,5,10,3,11.6,0,12.4,0.5,1.79,Enrolled,0,14,1,1,13,0,22,13,9,5,6,0,5,9,2,0,0,5,10,3,0,-0.562167955812708,-0.1981758733392096,0.2086881694962399,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.3838750332177728,0.2629056403759478,0,10,19,5,12.05,0,0.33509280796025
1,17,1,9670,1,1,117.0,1,1,1,4,4,117.7,1,0,0,1,1,0,20,0,0,6,9,6,14.67,0,0,6,7,6,13.86,0,8.9,1.4,3.51,Graduate,0,7,2,1,0,0,0,0,4,4,13,0,6,9,6,0,0,6,7,6,0,-0.4303628237699172,-1.1840071230675795,-0.6407379929694897,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.8319334302167939,0.696667691110754,0,12,16,12,14.265,0,0.7948275820783051
1,44,1,9085,1,39,140.0,1,19,37,5,7,140.0,1,0,0,1,1,0,19,0,2,6,10,4,12.5,0,1,6,16,2,12.0,0,12.4,0.5,1.79,Dropout,0,14,0,1,13,0,12,26,5,7,5,2,6,10,4,0,1,6,16,2,0,-0.562167955812708,0.5601558572210751,0.8992785454846383,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.3838750332177728,0.3396776847537897,3,12,26,6,12.25,0,0.37660384851267015
1,1,1,9119,1,1,132.0,1,1,12,3,3,133.1,1,0,0,1,1,0,19,0,0,5,7,3,12.0,0,0,6,10,2,10.5,0,11.1,0.6,2.02,Dropout,0,0,0,1,0,0,0,9,3,3,6,0,5,7,3,0,0,6,10,2,0,-0.562167955812708,-0.0465095272271526,0.422771186052643,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.2806357712364316,0.0517825183368829,0,11,17,5,11.25,0,0.16904864575056852
1,15,1,9119,1,1,133.1,41,2,2,2,2,100.0,0,0,1,1,1,0,24,1,2,8,8,7,13.14,0,1,6,8,6,11.83,0,8.9,1.4,3.51,Enrolled,0,5,1,1,0,13,1,1,2,2,6,2,8,8,7,0,1,6,8,6,0,0.096857704401246,0.0369069631344782,-1.863082958468955,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.5160212885538897,0.307049565893207,3,14,16,13,12.485,0,0.4253793211617639
1,17,1,9670,1,1,132.0,1,19,1,5,4,119.1,0,0,1,1,1,0,18,0,0,6,6,3,12.67,0,0,6,11,4,11.14,0,10.8,1.4,1.74,Dropout,0,7,0,1,0,0,12,0,5,4,13,0,6,6,3,0,0,6,11,4,0,-0.6939730878554988,-0.0465095272271526,-0.5440553403311146,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.4189763822914288,0.1746177893414299,0,12,17,7,11.905000000000001,0,0.3049973035597453
1,1,1,9119,1,1,148.0,1,19,19,9,8,129.8,0,0,0,0,1,1,18,0,0,5,6,5,15.0,0,0,5,6,5,14.2,0,8.9,1.4,3.51,Enrolled,0,0,1,1,0,0,12,13,9,8,6,0,5,6,5,0,0,5,6,5,0,-0.6939730878554988,1.166821241669303,0.1948763619764728,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.9000713431244791,0.7619239288319195,0,10,12,10,14.6,0,0.8643585750036089
1,1,1,9238,1,1,133.0,1,19,38,9,7,131.3,1,0,1,1,0,0,18,0,0,6,7,5,13.6,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Dropout,0,0,0,1,0,0,12,27,9,7,9,0,6,7,5,0,0,6,7,5,0,-0.6939730878554988,0.0293236458288757,0.2984649183747325,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.6110014095767236,0.3012916625648689,0,12,14,10,12.7,0,0.47000368975561574
1,17,5,9773,1,1,143.0,1,1,1,7,7,136.7,1,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13.83,0,8.9,1.4,3.51,Graduate,0,7,2,5,0,0,0,0,7,7,14,0,6,6,6,0,0,6,6,6,0,-0.6939730878554988,0.7876553763891605,0.671383721408466,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.3838750332177728,0.6909097877824161,0,12,12,12,13.165,0,0.5665168590399929
1,17,1,9238,1,1,143.0,1,19,37,9,9,126.2,1,0,0,1,0,1,21,0,0,6,7,6,13.33,0,0,6,7,6,13.5,0,12.4,0.5,1.79,Graduate,0,7,2,1,0,0,12,26,9,9,9,0,6,7,6,0,0,6,7,6,0,-0.2985576917271264,0.7876553763891605,-0.0537361733793512,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.5552522081067993,0.6275728511706965,0,12,14,12,13.415,0,0.6184056597305183
1,15,1,9085,1,1,133.1,41,37,37,9,9,109.6,0,0,0,1,0,0,18,1,0,6,13,4,12.25,0,0,6,15,5,11.0,0,11.1,0.6,2.02,Dropout,0,5,0,1,0,13,21,26,9,9,5,0,6,13,4,0,0,6,15,5,0,-0.6939730878554988,0.0369069631344782,-1.200116197520093,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.3322554022271022,0.1477475738091851,0,12,28,9,11.625,0,0.24688184678635663
1,1,1,9500,1,1,141.0,1,1,19,3,3,131.9,1,0,0,1,0,1,18,0,0,7,7,7,15.1,0,0,8,8,8,16.09,0,11.1,0.6,2.02,Graduate,0,0,2,1,0,0,0,13,3,3,11,0,7,7,7,0,0,8,8,8,0,-0.6939730878554988,0.6359890302771035,0.339900340934036,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.9207191955207472,1.1246718385172223,0,15,15,15,15.594999999999999,0,1.0708760017519
1,1,2,9238,1,1,140.0,1,19,37,9,9,140.7,1,0,0,1,0,1,18,0,0,6,6,6,13.17,0,0,6,6,6,16.0,0,10.8,1.4,1.74,Graduate,0,0,2,2,0,0,12,26,9,9,9,0,6,6,6,0,0,6,6,6,0,-0.6939730878554988,0.5601558572210751,0.9476198718038252,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.5222156442727701,1.107398128532208,0,12,12,12,14.585,0,0.8612452469621776
1,18,6,8014,0,1,134.0,1,3,19,2,4,120.7,1,0,0,1,0,0,23,0,0,6,8,4,11.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,0,8,0,6,0,0,2,13,2,4,2,0,6,8,4,0,0,6,6,0,0,-0.0349474276415447,0.1051568188849042,-0.4335608801729703,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.074157247273749,-1.963483646581465,0,12,14,4,5.5,0,-1.0243937701315158
1,1,2,9147,1,1,118.0,1,3,19,2,4,113.8,1,0,0,1,0,0,21,0,0,5,9,3,11.67,0,0,5,9,4,11.75,0,8.9,1.4,3.51,Graduate,0,0,2,2,0,0,2,13,2,4,8,0,5,9,3,0,0,5,9,4,0,-0.2985576917271264,-1.1081739500115513,-0.9100682396049656,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.2124978583287463,0.2916951570176386,0,10,18,7,11.71,0,0.26452403902113547
1,1,1,9238,1,1,135.0,1,19,38,7,5,121.0,0,0,0,1,0,0,20,0,0,6,13,1,10.0,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,Enrolled,0,0,1,1,0,0,12,27,7,5,9,0,6,13,1,0,0,6,13,1,0,-0.4303628237699172,0.1809899919409327,-0.4128431688933185,-0.8132528877299118,-1.466870974511599,-1.3755112388527264,-0.1323212766889334,0.5316077956983942,0,12,26,2,11.5,0,0.22093744644109395
1,17,1,8014,0,1,119.0,1,34,34,0,0,112.4,1,0,0,1,0,0,26,0,4,7,15,7,11.57,0,2,6,14,2,11.0,0,7.6,2.6,0.32,Dropout,0,7,0,1,0,0,18,23,0,0,2,4,7,15,7,0,2,6,14,2,0,0.3604679684868276,-1.0323407769555228,-1.0067508922433406,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.1918500059324781,0.1477475738091851,6,13,29,9,11.285,0,0.17631307784724212
1,1,6,9773,1,1,145.0,1,1,19,4,4,131.0,1,0,0,1,0,1,18,0,0,6,6,6,12.17,0,0,6,10,5,11.2,0,7.6,2.6,0.32,Enrolled,0,0,1,6,0,0,0,13,4,4,14,0,6,6,6,0,0,6,10,5,0,-0.6939730878554988,0.9393217225012176,0.2777472070950798,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.3157371203100876,0.1861335959981059,0,12,16,11,11.684999999999999,0,0.2593351589520825
1,1,1,171,1,1,143.0,1,3,37,9,9,142.7,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0,0,0,1,0,0,2,26,9,9,1,0,0,0,0,0,0,0,0,0,0,-0.6939730878554988,0.7876553763891605,1.085737947001505,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,-2.1971065163157584,-1.963483646581465,0,0,0,0,0.0,0,-2.165947385323075
1,1,1,9670,1,1,123.0,1,19,19,9,8,125.5,0,0,0,0,0,1,19,0,0,6,6,6,13.83,0,0,6,7,6,14.29,0,8.9,1.4,3.51,Graduate,0,0,2,1,0,0,12,13,9,8,13,0,6,6,6,0,0,6,7,6,0,-0.562167955812708,-0.7290080847314089,-0.1020774996985392,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.6584914700881406,0.7791976388169339,0,12,13,12,14.059999999999999,0,0.7522787655120738
1,1,3,9500,1,1,108.0,1,19,1,9,3,107.8,1,0,0,1,0,1,20,0,0,7,10,6,12.36,0,0,8,9,7,13.0,0,13.9,-0.3,0.79,Graduate,0,0,2,3,0,0,12,0,9,3,11,0,7,10,6,0,0,8,9,7,0,-0.4303628237699172,-1.866505680571836,-1.3244224651980046,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.3549680398629972,0.5316077956983942,0,15,19,13,12.68,0,0.4658525857003738
1,1,3,9773,1,1,117.0,1,38,19,7,7,110.4,1,0,1,0,0,0,19,0,0,6,7,6,12.17,0,0,6,10,2,10.33,0,16.2,0.3,-0.92,Dropout,0,0,0,3,0,0,22,13,7,7,14,0,6,7,6,0,0,6,10,2,0,-0.562167955812708,-1.1840071230675795,-1.1448689674410204,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.3157371203100876,0.0191543994763001,0,12,17,8,11.25,0,0.16904864575056852
1,44,1,9238,1,39,140.0,1,37,19,191,102,136.1,1,0,1,1,0,0,21,0,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,Enrolled,0,14,1,1,13,0,21,13,28,14,9,3,6,8,3,0,2,6,6,2,0,-0.2985576917271264,0.5601558572210751,0.6299482988491625,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.2806357712364316,0.4356427402260919,5,12,14,5,12.25,0,0.37660384851267015
1,39,1,9254,1,1,170.0,1,37,37,4,6,138.3,0,0,0,1,0,0,33,0,5,10,14,9,12.42,0,5,9,14,7,13.0,0,10.8,1.4,1.74,Graduate,0,11,2,1,0,0,21,26,4,6,10,5,10,14,9,0,5,9,14,7,0,1.2831038927863632,2.8351510489019294,0.7818781815666114,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.3673567513007582,0.5316077956983942,10,19,28,16,12.71,0,0.47207924178323707
1,1,2,9085,1,1,157.0,1,3,38,4,6,142.3,0,0,0,1,0,0,18,0,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,Graduate,0,0,2,2,0,0,2,27,4,6,5,0,5,7,4,0,0,5,6,4,0,-0.6939730878554988,1.849319799173559,1.0581143319619706,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.4354946642084434,0.4836252679622431,0,10,13,8,12.75,0,0.48038144989372095
1,42,1,9500,1,6,141.0,1,37,1,9,4,145.0,0,0,0,1,0,0,21,0,12,21,33,18,14.93,12,12,21,33,18,14.93,12,7.6,2.6,0.32,Graduate,0,12,2,1,5,0,21,0,9,4,11,12,20,32,18,10,12,20,29,17,9,-0.2985576917271264,0.6359890302771035,1.2445737334788374,-1.4890428695279747,0.9923450810182352,0.1401216693898834,0.8856178464470913,0.902032909821481,24,42,66,36,14.93,24,0.9328517919151025
1,1,1,9773,1,1,125.0,1,3,19,2,3,125.7,1,0,0,1,0,0,19,0,0,6,6,6,13.0,0,0,6,7,6,11.67,0,8.9,1.4,3.51,Graduate,0,0,2,1,0,0,2,13,2,3,14,0,6,6,6,0,0,6,7,6,0,-0.562167955812708,-0.577341738619352,-0.0882656921787711,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.4871142951991141,0.2763407481420702,0,12,13,12,12.335,0,0.39424604074744896
4,39,1,9853,1,19,133.1,1,38,19,9,9,108.0,0,0,1,0,0,0,33,0,0,7,7,7,12.86,0,0,7,8,6,12.67,0,8.9,1.4,3.51,Enrolled,3,11,1,1,11,0,22,13,9,9,15,0,7,7,7,0,0,7,8,6,0,1.2831038927863632,0.0369069631344782,-1.3106106576782364,-1.0009723271182625,0.1243864731841758,1.545606837207885,0.4582073018443384,0.4682708590866747,0,14,15,13,12.765,0,0.4834947779351526
2,1,4,9500,1,1,143.0,1,38,38,5,5,128.7,1,0,0,1,0,0,18,0,0,7,10,7,14.46,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,Graduate,1,0,2,4,0,0,22,27,5,5,11,0,7,10,7,0,0,8,8,8,0,-0.6939730878554988,0.7876553763891605,0.1189114206177474,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.7885729401846308,0.7062641966579843,0,15,18,15,14.185,0,0.7782231658573369
1,1,1,9670,1,1,142.0,1,1,19,4,4,128.0,0,0,0,1,0,1,18,0,0,6,8,6,14.0,0,0,6,7,6,13.29,0,11.1,0.6,2.02,Graduate,0,0,2,1,0,0,0,13,4,4,13,0,6,8,6,0,0,6,7,6,0,-0.6939730878554988,0.7118222033331321,0.0705700942985603,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.6935928191617966,0.5872675278723294,0,12,15,12,13.645,0,0.6661433563658018
1,1,3,9773,1,1,150.0,1,19,38,4,4,146.5,1,0,0,1,0,1,20,0,0,6,6,6,13.5,0,0,6,7,6,12.67,0,11.1,0.6,2.02,Graduate,0,0,2,3,0,0,12,27,4,4,14,0,6,6,6,0,0,6,7,6,0,-0.4303628237699172,1.3184875877813598,1.348162289877097,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.5903535571804553,0.4682708590866747,0,12,13,12,13.085,0,0.5499124428190252
1,1,2,9254,1,1,112.0,1,37,37,6,6,106.1,1,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0,0,0,2,0,0,21,26,6,6,10,0,6,0,0,0,0,6,0,0,0,-0.4303628237699172,-1.563172988347722,-1.4418228291160324,-0.1750067938095195,-0.454252598705197,0.8891263042772198,-2.1971065163157584,-1.963483646581465,0,12,0,0,0.0,0,-2.165947385323075
1,17,2,8014,0,1,133.1,1,19,1,1,1,118.0,0,0,0,1,0,1,20,0,0,6,6,6,11.67,0,0,6,12,5,14.0,0,10.8,1.4,1.74,Graduate,0,7,2,2,0,0,12,0,1,1,2,0,6,6,6,0,0,6,12,5,0,-0.4303628237699172,0.0369069631344782,-0.620020281689838,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.2124978583287463,0.7235379066429988,0,12,18,11,12.835,0,0.49802364212849975
1,17,1,9085,1,1,125.0,1,1,37,4,9,117.0,1,0,0,1,0,1,19,0,0,5,6,4,12.0,0,0,5,8,5,13.33,1,10.8,1.4,1.74,Graduate,0,7,2,1,0,0,0,26,4,9,5,0,5,6,4,0,0,5,8,5,1,-0.562167955812708,-0.577341738619352,-0.6890793192886778,-0.2876384574425296,0.1243864731841758,0.7657608350016585,0.2806357712364316,0.5949447323101138,0,10,14,9,12.665,1,0.46273925765894214
1,1,3,9238,1,1,121.0,1,38,37,8,8,115.4,1,0,0,1,0,1,19,0,0,6,7,6,11.71,0,0,6,6,6,11.83,0,13.9,-0.3,0.79,Graduate,0,0,2,3,0,0,22,26,8,8,9,0,6,7,6,0,0,6,6,6,0,-0.562167955812708,-0.8806744308434659,-0.7995737794468212,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.2207569992872538,0.307049565893207,0,12,13,12,11.77,0,0.2769773511868613
1,17,3,9238,1,1,133.1,1,41,1,2,3,117.0,1,0,0,1,0,0,21,0,0,6,8,6,12.67,0,0,6,7,6,12.43,0,11.1,0.6,2.02,Graduate,0,7,2,3,0,0,25,0,2,3,9,0,6,8,6,0,0,6,7,6,0,-0.2985576917271264,0.0369069631344782,-0.6890793192886778,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.4189763822914288,0.4222076324599696,0,12,15,12,12.55,0,0.4388704093413008
1,39,1,9085,1,1,133.1,1,3,3,4,2,144.9,1,0,0,1,0,0,26,0,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,Enrolled,0,11,1,1,0,0,2,2,4,2,5,0,6,11,3,0,0,6,19,4,0,0.3604679684868276,0.0369069631344782,1.2376678297189538,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.2290161402457609,0.4932217735094735,0,12,30,7,12.275,0,0.38179272858172275
1,17,1,9238,1,1,135.0,1,37,37,8,6,127.0,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0,7,0,1,0,0,21,26,8,6,9,0,6,0,0,0,0,6,0,0,0,-0.2985576917271264,0.1809899919409327,0.0015110566997204,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,-2.1971065163157584,-1.963483646581465,0,12,0,0,0.0,0,-2.165947385323075
1,1,4,9500,1,1,132.0,1,19,38,5,5,118.0,1,0,0,1,0,0,18,0,0,8,8,7,12.33,0,0,8,8,7,12.33,0,12.7,3.7,-1.7,Graduate,0,0,2,4,0,0,12,27,5,5,11,0,8,8,7,0,0,8,8,7,0,-0.6939730878554988,-0.0465095272271526,-0.620020281689838,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0.3487736841441168,0.4030146213655092,0,16,16,14,12.33,0,0.3932082647336383
5,39,1,9853,1,19,133.1,1,37,37,9,8,118.0,0,0,0,1,0,0,27,0,0,7,14,6,11.67,0,0,7,10,1,10.0,0,12.4,0.5,1.79,Dropout,4,11,0,1,11,0,21,26,9,8,15,0,7,14,6,0,0,7,10,1,0,0.4922731005296184,0.0369069631344782,-0.620020281689838,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0.2124978583287463,-0.0441825371354193,0,14,24,7,10.835,0,0.08291323660429654
1,43,1,9070,1,1,135.0,1,1,38,3,9,126.4,1,0,0,1,0,1,20,0,5,12,12,12,13.25,0,5,12,12,11,12.73,0,15.5,2.8,-4.06,Graduate,0,13,2,1,0,0,0,27,3,9,4,5,12,12,12,0,5,12,12,11,0,-0.4303628237699172,0.1809899919409327,-0.039924365859583,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.5387339261897848,0.4797866657433511,10,24,24,23,12.99,0,0.5301946985566254
1,43,1,9670,1,39,110.0,1,19,3,7,10,110.0,0,0,0,1,0,0,21,0,0,6,8,5,11.83,0,0,6,8,4,13.25,2,16.2,0.3,-0.92,Enrolled,0,13,1,1,13,0,12,2,7,10,13,0,6,8,5,0,0,6,8,4,2,-0.2985576917271264,-1.714839334459779,-1.1724925824805563,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.2455344221627755,0.5795903234345454,0,12,16,9,12.54,2,0.43679485731367945
1,17,1,9556,1,1,133.0,1,38,37,9,9,124.4,1,0,0,1,0,1,18,0,0,7,7,7,13.3,0,0,8,8,8,15.12,0,15.5,2.8,-4.06,Graduate,0,7,2,1,0,0,22,26,9,9,12,0,7,7,7,0,0,8,8,8,0,-0.6939730878554988,0.0293236458288757,-0.1780424410572627,1.476924272807967,1.1370048489905784,-1.7896667428492534,0.549057852387919,0.9384996309009556,0,15,15,15,14.21,0,0.7834120459263895
1,44,1,9085,1,39,140.0,1,1,19,9,9,140.0,1,0,0,1,0,0,20,0,1,6,13,6,12.56,0,1,6,11,5,11.8,0,16.2,0.3,-0.92,Enrolled,0,14,1,1,13,0,0,13,9,9,5,1,6,13,6,0,1,6,11,5,0,-0.4303628237699172,0.5601558572210751,0.8992785454846383,1.7397314879516577,-0.6712422506637118,-0.4062111231161736,0.3962637446555339,0.3012916625648689,2,12,24,11,12.18,0,0.362074984319323
1,1,1,9773,1,1,135.0,1,1,19,4,10,129.4,1,0,0,1,0,0,18,0,0,6,6,6,12.83,0,0,6,7,6,12.17,0,11.1,0.6,2.02,Graduate,0,0,2,1,0,0,0,13,4,10,14,0,6,6,6,0,0,6,7,6,0,-0.6939730878554988,0.1809899919409327,0.1672527469369364,-0.1750067938095195,-0.454252598705197,0.8891263042772198,0.452012946125458,0.3723058036143725,0,12,13,12,12.5,0,0.4284926492031956
1,44,1,9238,1,39,140.0,1,1,1,3,5,141.7,0,0,0,1,0,1,20,0,3,6,6,6,12.83,0,2,6,6,6,12.83,0,13.9,-0.3,0.79,Graduate,0,14,2,1,13,0,0,0,3,5,9,3,6,6,6,0,2,6,6,6,0,-0.4303628237699172,0.5601558572210751,1.0166789094026651,0.8762220667652447,-1.1052215545807416,0.347199421388147,0.452012946125458,0.4989796768378114,5,12,12,12,12.83,0,0.4969858661146891
